,s,t,m,k,a
2022-11-25 13:00:00,-82.26832599,-114.7733927,-33.28137743,-21.61710884,-4.97642013
2022-11-25 14:00:00,-83.07378634,-113.3573102,-32.7891606,-21.39118978,-4.996609477
2022-11-25 15:00:00,-84.96884146,-116.1663646,-33.41125198,-22.01649556,-5.310869572
2022-11-25 16:00:00,-85.67560448,-119.6958832,-34.22718885,-22.78503329,-5.671438867
2022-11-25 17:00:00,-83.28313341,-119.6162801,-34.26430209,-22.73994231,-5.607791268
2022-11-25 18:00:00,-67.00173551,-119.0825548,-34.1547361,-22.61681687,-5.539448819
2022-11-25 19:00:00,-58.14371239,-117.9837865,-33.91744886,-22.36920441,-5.410479983
2022-11-25 20:00:00,-55.9083151,-116.310901,-33.44075894,-22.04992087,-5.329541402
2022-11-25 21:00:00,-49.93895205,-112.9635002,-32.49667093,-21.4061646,-5.15782914
2022-11-25 22:00:00,-43.94960601,-112.0880521,-32.31787069,-21.2037487,-5.044813357
2022-11-25 23:00:00,-41.36674287,-111.9711718,-32.33140022,-21.15802381,-4.992323706
2022-11-26 00:00:00,-40.39768208,-112.0258998,-32.42955735,-21.12718794,-4.912409266
2022-11-26 01:00:00,-40.06545187,-111.8552529,-32.36049087,-21.10483887,-4.92459343
2022-11-26 02:00:00,-39.89474825,-113.3502463,-32.90557875,-21.33062605,-4.877836673
2022-11-26 03:00:00,-40.96273388,-114.2643199,-33.18628485,-21.49496421,-4.901821784
2022-11-26 04:00:00,-43.30765842,-119.9330704,-34.91616227,-22.51960901,-5.061527873
2022-11-26 05:00:00,-52.00261346,-131.2686688,-38.29778484,-24.6073305,-5.458438084
2022-11-26 06:00:00,-73.32561171,-179.9262662,-53.59180024,-33.17952194,-6.383621815
2022-11-26 07:00:00,-83.93910104,-283.0972248,-86.13377766,-51.29885276,-8.23196393
2022-11-26 08:00:00,-87.67663302,-327.8440684,-99.3607594,-59.60097645,-9.920596747
2022-11-26 09:00:00,-89.21415768,-327.6506095,-98.65335213,-59.89019376,-10.56351769
2022-11-26 10:00:00,-89.43751074,-330.5110555,-99.58045183,-60.38012593,-10.58990001
2022-11-26 11:00:00,-88.9630766,-318.2818086,-95.53212613,-58.32787314,-10.56181008
2022-11-26 12:00:00,-89.24952729,-329.4738424,-99.34590748,-60.1516604,-10.47870666
2022-11-26 13:00:00,-89.66185389,-323.722527,-97.60626549,-59.10437624,-10.30124349
2022-11-26 14:00:00,-90.06305849,-314.5585834,-94.56404047,-57.57084088,-10.28882065
2022-11-26 15:00:00,-91.67375953,-258.9465516,-76.21095114,-48.21004162,-10.10456605
2022-11-26 16:00:00,-92.80527898,-189.9266048,-54.18507803,-36.21632925,-9.123790235
2022-11-26 17:00:00,-92.22512573,-158.7173102,-45.35169491,-30.22992259,-7.554075138
2022-11-26 18:00:00,-90.66674766,-146.6715694,-42.26063881,-27.76020373,-6.629884325
2022-11-26 19:00:00,-88.85397464,-138.2296367,-40.03190835,-26.06059141,-6.044637233
2022-11-26 20:00:00,-80.78732024,-130.7123845,-37.90908183,-24.61625391,-5.661712991
2022-11-26 21:00:00,-61.30644729,-126.4765023,-36.8152201,-23.75122407,-5.343614015
2022-11-26 22:00:00,-49.34833143,-122.3550804,-35.62195312,-22.97405023,-5.163073674
2022-11-26 23:00:00,-44.51069693,-117.4416695,-34.00837269,-22.14303681,-5.138850466
2022-11-27 00:00:00,-41.65630459,-113.9210558,-32.98242969,-21.48247041,-4.991255569
2022-11-27 01:00:00,-41.39873285,-112.8772307,-32.69118537,-21.28015088,-4.934558199
2022-11-27 02:00:00,-41.1092935,-115.3271726,-33.50548663,-21.68964754,-4.936904225
2022-11-27 03:00:00,-42.1490392,-117.832079,-34.2769394,-22.13888995,-5.000420253
2022-11-27 04:00:00,-44.63607102,-123.7383198,-36.10779363,-23.19220978,-5.138312961
2022-11-27 05:00:00,-54.44400778,-136.2643989,-39.90940513,-25.46676374,-5.512061174
2022-11-27 06:00:00,-74.35746779,-186.454269,-55.68975882,-34.30654358,-6.461664176
2022-11-27 07:00:00,-85.28341754,-297.4089903,-90.78615724,-53.74325148,-8.350172862
2022-11-27 08:00:00,-89.05228034,-340.3839009,-103.3298833,-61.79635865,-10.13141702
2022-11-27 09:00:00,-89.39478379,-336.3394772,-101.4988109,-61.36375361,-10.61434814
2022-11-27 10:00:00,-89.45716269,-338.5280888,-102.2127169,-61.73633782,-10.6299794
2022-11-27 11:00:00,-89.21587984,-326.8399391,-98.36941547,-59.76193863,-10.5772309
2022-11-27 12:00:00,-89.62869721,-338.495532,-102.2843051,-61.68969142,-10.54753885
2022-11-27 13:00:00,-89.72716993,-334.9661493,-101.3322704,-60.98924789,-10.32311267
2022-11-27 14:00:00,-90.11027682,-321.6798757,-96.88701484,-58.78311783,-10.33961041
2022-11-27 15:00:00,-91.6226781,-267.790365,-79.02032249,-49.75329374,-10.24313249
2022-11-27 16:00:00,-93.02401155,-192.2968101,-54.98076823,-36.60855259,-9.118168473
2022-11-27 17:00:00,-92.39476579,-162.3219744,-46.57247877,-30.82108543,-7.534846039
2022-11-27 18:00:00,-91.24668053,-149.0030884,-43.05774148,-28.13882541,-6.609954669
2022-11-27 19:00:00,-89.39808782,-139.5607852,-40.54006958,-26.25022694,-5.980192144
2022-11-27 20:00:00,-80.92917014,-131.4684378,-38.17361012,-24.73600756,-5.649202497
2022-11-27 21:00:00,-61.35368617,-126.9452408,-36.97459412,-23.82778321,-5.340486144
2022-11-27 22:00:00,-49.06355935,-122.0455739,-35.53751145,-22.91310226,-5.14434653
2022-11-27 23:00:00,-44.76435832,-116.9095447,-33.91919969,-22.01024838,-5.05064853
2022-11-28 00:00:00,-41.18660472,-113.0640723,-32.69690704,-21.33957058,-4.99111706
2022-11-28 01:00:00,-40.73642984,-111.4509931,-32.20310697,-21.04877753,-4.947224048
2022-11-28 02:00:00,-40.40162059,-114.9183407,-33.35918966,-21.62651873,-4.946923903
2022-11-28 03:00:00,-41.52369282,-117.3495095,-34.16894912,-22.0320286,-4.947554037
2022-11-28 04:00:00,-44.09405876,-120.9805403,-35.23090296,-22.7113953,-5.095943825
2022-11-28 05:00:00,-52.75882357,-134.5353053,-39.36707066,-25.16156645,-5.478031118
2022-11-28 06:00:00,-73.70140346,-187.6942271,-56.14335059,-34.49306707,-6.421391777
2022-11-28 07:00:00,-85.62346827,-293.6696483,-89.60329941,-53.08823306,-8.286583355
2022-11-28 08:00:00,-89.32103024,-335.191804,-101.6708929,-60.89515487,-10.05970841
2022-11-28 09:00:00,-90.48024915,-336.8613394,-101.7112035,-61.43151139,-10.57590966
2022-11-28 10:00:00,-90.02395256,-339.3543988,-102.4657877,-61.8852391,-10.65234526
2022-11-28 11:00:00,-89.84162972,-326.6444282,-98.20311388,-59.77991913,-10.67836219
2022-11-28 12:00:00,-90.06621708,-343.7141145,-104.0137398,-62.56450163,-10.55763175
2022-11-28 13:00:00,-90.55311588,-340.5925915,-103.0972623,-61.9822327,-10.43360157
2022-11-28 14:00:00,-90.9429595,-325.381445,-98.03191301,-59.44452518,-10.42856868
2022-11-28 15:00:00,-92.66160047,-267.8245641,-78.99387811,-49.77791566,-10.2809766
2022-11-28 16:00:00,-93.0779824,-191.8097048,-54.66638884,-36.60337384,-9.270179413
2022-11-28 17:00:00,-92.59728741,-163.6239129,-46.84006845,-31.12127008,-7.701235858
2022-11-28 18:00:00,-91.32734771,-153.4657014,-44.31812218,-28.99617272,-6.837111635
2022-11-28 19:00:00,-89.53163034,-144.4603657,-42.05436596,-27.12627226,-6.099089285
2022-11-28 20:00:00,-80.93930786,-136.0955913,-39.67351635,-25.52843893,-5.691680756
2022-11-28 21:00:00,-61.75757952,-129.0951427,-37.65348804,-24.20497022,-5.378226205
2022-11-28 22:00:00,-49.28136536,-124.9354364,-36.46887149,-23.41070972,-5.176273969
2022-11-28 23:00:00,-44.55337261,-119.9007977,-34.88917126,-22.52234695,-5.07776132
2022-11-29 00:00:00,-41.46397245,-118.7825463,-34.59498707,-22.29668855,-4.999195018
2022-11-29 01:00:00,-40.87359114,-117.0329156,-34.02373736,-21.9991032,-4.987234519
2022-11-29 02:00:00,-40.48178454,-118.9085073,-34.65406144,-22.30913837,-4.982107651
2022-11-29 03:00:00,-41.52632009,-120.0301657,-35.00219119,-22.50895962,-5.007864025
2022-11-29 04:00:00,-44.45559465,-126.9057262,-37.17783203,-23.71299272,-5.124076702
2022-11-29 05:00:00,-53.95889682,-143.4903932,-42.29819475,-26.6810337,-5.531936327
2022-11-29 06:00:00,-74.53722328,-193.4889152,-58.00973717,-35.49143648,-6.486567897
2022-11-29 07:00:00,-85.85920491,-292.4724352,-89.11082373,-52.93539988,-8.379988021
2022-11-29 08:00:00,-89.81858827,-333.9735179,-101.20023,-60.72439096,-10.12427594
2022-11-29 09:00:00,-91.26886883,-336.6213497,-101.5166495,-61.44879184,-10.6904671
2022-11-29 10:00:00,-90.4361467,-338.7026487,-102.1895535,-61.80610615,-10.71132941
2022-11-29 11:00:00,-90.14727298,-324.684793,-97.57217776,-59.44217545,-10.65608657
2022-11-29 12:00:00,-90.40853501,-337.3585166,-101.8487905,-61.52844361,-10.60404834
2022-11-29 13:00:00,-90.3999397,-328.0894537,-98.91242228,-59.90694008,-10.45072894
2022-11-29 14:00:00,-91.15074902,-317.3268727,-95.34999675,-58.10062587,-10.4256275
2022-11-29 15:00:00,-93.16597787,-265.0446565,-78.08038276,-49.30802745,-10.26783607
2022-11-29 16:00:00,-93.42783512,-197.8834077,-56.7580027,-37.58213453,-9.203133182
2022-11-29 17:00:00,-92.8203655,-165.2509618,-47.46398383,-31.35166203,-7.619670114
2022-11-29 18:00:00,-91.7427718,-153.437522,-44.36439162,-28.96364487,-6.781449057
2022-11-29 19:00:00,-89.42905025,-145.7275111,-42.45723708,-27.34721849,-6.118599945
2022-11-29 20:00:00,-81.17923931,-135.8133455,-39.54709431,-25.49756801,-5.724020854
2022-11-29 21:00:00,-61.67233615,-131.3712278,-38.3752879,-24.60276533,-5.415121383
2022-11-29 22:00:00,-49.36247843,-126.4589815,-36.90182328,-23.70208219,-5.251170548
2022-11-29 23:00:00,-44.45296636,-121.8043714,-35.42950586,-22.8867042,-5.171951272
2022-11-30 00:00:00,-41.44729793,-119.5124829,-34.73471191,-22.47013835,-5.102782398
2022-11-30 01:00:00,-40.79643309,-117.7664876,-34.23490345,-22.13804414,-5.020592417
2022-11-30 02:00:00,-40.56170885,-119.2756978,-34.73844868,-22.38934159,-5.020117246
2022-11-30 03:00:00,-41.78080315,-120.295432,-35.05412507,-22.57141479,-5.04435225
2022-11-30 04:00:00,-44.88906414,-126.7109382,-37.0664638,-23.70374749,-5.170515594
2022-11-30 05:00:00,-53.95566784,-148.4593513,-43.92159231,-27.52565429,-5.564858134
2022-11-30 06:00:00,-74.78282564,-206.6796837,-62.4233673,-37.68154426,-6.469860612
2022-11-30 07:00:00,-86.59988467,-298.9256446,-91.32662798,-53.97856755,-8.315253563
2022-11-30 08:00:00,-90.47705776,-338.0925807,-102.6004831,-61.39728536,-10.09704382
2022-11-30 09:00:00,-92.0211842,-336.0694264,-101.4155511,-61.31536657,-10.607591
2022-11-30 10:00:00,-91.39081475,-334.7161222,-100.9990792,-61.07250113,-10.57296152
2022-11-30 11:00:00,-91.3283618,-321.8941655,-96.71814674,-58.93898179,-10.57990842
2022-11-30 12:00:00,-91.29052159,-325.0235882,-97.85559965,-59.41339624,-10.48559642
2022-11-30 13:00:00,-91.43587946,-309.6313752,-92.91872196,-56.75109741,-10.29173643
2022-11-30 14:00:00,-92.265985,-283.3008578,-84.17195526,-52.34764163,-10.261664
2022-11-30 15:00:00,-94.70065257,-230.2084984,-66.74239948,-43.36496641,-9.993766669
2022-11-30 16:00:00,-94.86811038,-171.9664581,-48.59489222,-33.02470658,-8.72726047
2022-11-30 17:00:00,-93.9133533,-147.9410978,-42.09895492,-28.26422181,-7.214744347
2022-11-30 18:00:00,-92.70628986,-138.2218601,-39.7368116,-26.20554755,-6.337141752
2022-11-30 19:00:00,-90.73245623,-131.4121001,-37.91741305,-24.84532686,-5.886620332
2022-11-30 20:00:00,-82.07911048,-125.5437554,-36.1933961,-23.75122042,-5.654522374
2022-11-30 21:00:00,-62.50800991,-121.4849254,-35.04666721,-22.97164152,-5.448307908
2022-11-30 22:00:00,-49.90969271,-119.3502747,-34.55944948,-22.50370016,-5.223975422
2022-11-30 23:00:00,-44.82713683,-116.9070554,-33.84262884,-22.04770404,-5.126389621
2022-12-01 00:00:00,-41.6868068,-119.4636752,-34.82652036,-22.40796488,-4.994704706
2022-12-01 01:00:00,-41.01882346,-117.8799651,-34.28270733,-22.15196804,-5.010614373
2022-12-01 02:00:00,-40.55274898,-118.2661415,-34.49788248,-22.17310594,-4.924164703
2022-12-01 03:00:00,-40.79984035,-118.1116262,-34.44626125,-22.14741143,-4.924280809
2022-12-01 04:00:00,-42.46883331,-119.045079,-34.68735491,-22.33801555,-4.994338098
2022-12-01 05:00:00,-49.39194415,-120.5455917,-35.09994276,-22.63189253,-5.081921146
2022-12-01 06:00:00,-65.26795043,-124.2372531,-36.12494002,-23.34994767,-5.287477663
2022-12-01 07:00:00,-75.96548852,-129.1474159,-37.49416179,-24.30205773,-5.554976831
2022-12-01 08:00:00,-83.62854692,-135.5165065,-39.35248254,-25.49592756,-5.819686292
2022-12-01 09:00:00,-85.08898349,-134.2485905,-38.89269655,-25.30318189,-5.856833616
2022-12-01 10:00:00,-86.24583908,-136.4590693,-39.59402449,-25.6893442,-5.892331951
2022-12-01 11:00:00,-86.16814675,-135.9501222,-39.41612465,-25.60864506,-5.900582734
2022-12-01 12:00:00,-86.76895034,-135.9475169,-39.37011258,-25.63078268,-5.945726389
2022-12-01 13:00:00,-87.25490478,-132.1329791,-38.2985466,-24.89505306,-5.745779759
2022-12-01 14:00:00,-88.17820114,-127.2591229,-36.85796092,-23.99072718,-5.561746718
2022-12-01 15:00:00,-90.38147646,-127.012545,-36.68452835,-23.99525083,-5.652986652
2022-12-01 16:00:00,-90.5696647,-128.5540791,-36.99701953,-24.35284993,-5.854340161
2022-12-01 17:00:00,-88.21946647,-128.5869008,-37.14386164,-24.29036944,-5.718438617
2022-12-01 18:00:00,-72.6806909,-127.6139148,-36.93805782,-24.06894268,-5.599913771
2022-12-01 19:00:00,-64.36607278,-125.3579986,-36.32246334,-23.62476787,-5.463536197
2022-12-01 20:00:00,-61.06750652,-122.5283183,-35.45753666,-23.11400443,-5.385236097
2022-12-01 21:00:00,-53.3455364,-122.2843412,-35.46218281,-23.03035566,-5.299264252
2022-12-01 22:00:00,-46.65374396,-120.4783272,-34.94713224,-22.68587627,-5.212310151
2022-12-01 23:00:00,-43.40222899,-119.597161,-34.74095705,-22.4952418,-5.124763279
2022-12-02 00:00:00,-41.56431385,-118.4946588,-34.43543335,-22.28050293,-5.062786252
2022-12-02 01:00:00,-40.80093378,-117.6451088,-34.16479866,-22.13263692,-5.05023759
2022-12-02 02:00:00,-40.46834581,-117.7576454,-34.23574406,-22.13467645,-5.016804418
2022-12-02 03:00:00,-40.55452745,-116.740478,-33.9174655,-21.95475992,-4.996027173
2022-12-02 04:00:00,-41.19756689,-117.6854041,-34.23305368,-22.11194119,-4.995414351
2022-12-02 05:00:00,-43.38369946,-117.3506885,-34.04030212,-22.09674509,-5.076594031
2022-12-02 06:00:00,-45.93839724,-118.702699,-34.3793613,-22.37788569,-5.188205041
2022-12-02 07:00:00,-48.53908343,-120.0857709,-34.71453959,-22.67132051,-5.314050719
2022-12-02 08:00:00,-53.57294242,-122.451515,-35.49787693,-23.0682332,-5.319294735
2022-12-02 09:00:00,-62.73875272,-119.5499027,-34.86396298,-22.41798606,-4.986004573
2022-12-02 10:00:00,-69.94466639,-119.6216073,-34.90258317,-22.42257752,-4.971285936
2022-12-02 11:00:00,-76.78562028,-119.2388326,-34.73347288,-22.37954108,-5.012804642
2022-12-02 12:00:00,-82.44385504,-120.1898181,-34.99287591,-22.56683474,-5.070396781
2022-12-02 13:00:00,-83.15292571,-119.1603954,-34.58512451,-22.42756955,-5.135007292
2022-12-02 14:00:00,-83.99439073,-118.80466,-34.4274595,-22.38782359,-5.174093841
2022-12-02 15:00:00,-86.2550457,-122.8078924,-35.38992782,-23.24100023,-5.546036322
2022-12-02 16:00:00,-86.73799122,-124.3880118,-35.66362547,-23.63085788,-5.799045144
2022-12-02 17:00:00,-84.22119301,-123.7788915,-35.53087028,-23.49419537,-5.72876023
2022-12-02 18:00:00,-68.44667205,-122.7074761,-35.23316172,-23.28591117,-5.669330309
2022-12-02 19:00:00,-60.04399277,-121.0193854,-34.80957017,-22.93501004,-5.530224952
2022-12-02 20:00:00,-57.44224905,-119.2617252,-34.31271658,-22.59755011,-5.441191818
2022-12-02 21:00:00,-50.34485244,-116.1099062,-33.42827946,-21.98916235,-5.275022616
2022-12-02 22:00:00,-43.92079269,-115.6202451,-33.37852777,-21.85081781,-5.161553921
2022-12-02 23:00:00,-41.33705026,-114.7233212,-33.14532581,-21.66844415,-5.095781246
2022-12-03 00:00:00,-40.4238465,-115.8116832,-33.59526599,-21.80626142,-5.008628422
2022-12-03 01:00:00,-40.13168575,-115.7877117,-33.58511766,-21.80334508,-5.010786253
2022-12-03 02:00:00,-39.88961329,-117.4774456,-34.18703718,-22.06562996,-4.972111368
2022-12-03 03:00:00,-40.94765806,-118.864092,-34.61422238,-22.31425279,-5.007141604
2022-12-03 04:00:00,-43.50586183,-124.8517727,-36.46127675,-23.3866192,-5.155980828
2022-12-03 05:00:00,-51.98375177,-135.7306976,-39.67265391,-25.4072389,-5.57091195
2022-12-03 06:00:00,-73.32151224,-182.6046442,-54.38680849,-33.6748105,-6.481406259
2022-12-03 07:00:00,-84.00206898,-287.7878865,-87.59526098,-52.131665,-8.334034505
2022-12-03 08:00:00,-88.25520181,-337.2259706,-102.317206,-61.25005386,-10.09145087
2022-12-03 09:00:00,-89.88333338,-337.8024114,-101.8250477,-61.68827993,-10.77575606
2022-12-03 10:00:00,-89.74025217,-339.9411119,-102.5772617,-62.02507312,-10.73644227
2022-12-03 11:00:00,-89.3348098,-327.5419039,-98.46758059,-59.94684433,-10.71305404
2022-12-03 12:00:00,-89.56386104,-338.0779911,-102.0670273,-61.65915005,-10.62563639
2022-12-03 13:00:00,-90.02834343,-333.3468619,-100.7011572,-60.76504202,-10.41446342
2022-12-03 14:00:00,-90.47396623,-324.2277157,-97.63825899,-59.25677574,-10.43764624
2022-12-03 15:00:00,-92.17697232,-270.5233207,-79.8540611,-50.24740968,-10.32037913
2022-12-03 16:00:00,-93.04942225,-196.675291,-56.24090629,-37.4379772,-9.317524055
2022-12-03 17:00:00,-92.40278937,-163.8190676,-46.92324763,-31.14473207,-7.683108249
2022-12-03 18:00:00,-90.83846273,-152.4588144,-44.03883156,-28.80018901,-6.780773231
2022-12-03 19:00:00,-89.00514297,-143.2752021,-41.58482519,-26.96598812,-6.173575521
2022-12-03 20:00:00,-81.43352657,-135.8932644,-39.51834022,-25.53858468,-5.779414567
2022-12-03 21:00:00,-61.72283915,-132.2463687,-38.57249496,-24.79587541,-5.509627933
2022-12-03 22:00:00,-49.68522257,-128.5335041,-37.53197431,-24.0785142,-5.312527039
2022-12-03 23:00:00,-44.86108928,-123.1403343,-35.78296594,-23.15529514,-5.263812172
2022-12-04 00:00:00,-42.08960838,-119.7443494,-34.78631059,-22.52162783,-5.128472531
2022-12-04 01:00:00,-41.66379138,-118.5232584,-34.42172492,-22.29689035,-5.08602789
2022-12-04 02:00:00,-41.32074808,-120.5833718,-35.12662138,-22.63114656,-5.067835874
2022-12-04 03:00:00,-42.47074117,-122.6587113,-35.7444414,-23.01401639,-5.141795688
2022-12-04 04:00:00,-45.16216215,-126.7390433,-36.9779714,-23.75736205,-5.268376349
2022-12-04 05:00:00,-54.71872803,-140.0227942,-41.02861005,-26.1599597,-5.645654672
2022-12-04 06:00:00,-74.28621402,-192.2736714,-57.47504689,-35.35370036,-6.616176913
2022-12-04 07:00:00,-85.37975732,-302.7187197,-92.4116521,-54.70041386,-8.494587812
2022-12-04 08:00:00,-89.41745595,-345.9230665,-104.9939348,-62.81072147,-10.31375409
2022-12-04 09:00:00,-90.22212113,-341.7186702,-103.0952859,-62.35858042,-10.81093745
2022-12-04 10:00:00,-89.73281886,-341.974337,-103.2241073,-62.37939206,-10.76733843
2022-12-04 11:00:00,-89.54506284,-330.8940609,-99.54868132,-60.52367963,-10.74933897
2022-12-04 12:00:00,-90.03041145,-341.9674338,-103.2789085,-62.34969037,-10.71023614
2022-12-04 13:00:00,-90.31664741,-340.4570475,-102.9836374,-61.99386381,-10.50204512
2022-12-04 14:00:00,-90.84493859,-332.8142442,-100.3740715,-60.75104566,-10.5640099
2022-12-04 15:00:00,-92.67750496,-277.3633664,-81.91824958,-51.49533066,-10.53620587
2022-12-04 16:00:00,-93.38767385,-198.3434508,-56.81634056,-37.70631333,-9.29814305
2022-12-04 17:00:00,-92.56125745,-169.439973,-48.82232124,-32.06883037,-7.657669751
2022-12-04 18:00:00,-91.40558943,-156.9618774,-45.56767869,-29.53678645,-6.752947103
2022-12-04 19:00:00,-89.51001988,-148.4852275,-43.371351,-27.80940033,-6.123724829
2022-12-04 20:00:00,-81.34856288,-138.6049868,-40.42212335,-25.99060058,-5.77953891
2022-12-04 21:00:00,-61.40435793,-134.0673454,-39.23043897,-25.07389565,-5.458676163
2022-12-04 22:00:00,-49.04892759,-128.9012122,-37.69558347,-24.11927901,-5.27148727
2022-12-04 23:00:00,-44.63350184,-124.163306,-36.17898009,-23.29827862,-5.20878857
2022-12-05 00:00:00,-41.15221173,-118.9339629,-34.52275252,-22.38327803,-5.121901769
2022-12-05 01:00:00,-40.67899296,-117.5686134,-34.11386319,-22.13260621,-5.075674617
2022-12-05 02:00:00,-40.32735098,-120.2003121,-35.00664675,-22.56344731,-5.060123934
2022-12-05 03:00:00,-41.37589411,-121.2925997,-35.34856752,-22.75658282,-5.082299063
2022-12-05 04:00:00,-44.39296946,-125.8097152,-36.71986417,-23.57663965,-5.216707566
2022-12-05 05:00:00,-52.95803383,-141.004501,-41.38234654,-26.31032705,-5.619153782
2022-12-05 06:00:00,-73.52217505,-193.220637,-57.86442919,-35.4746644,-6.542449804
2022-12-05 07:00:00,-85.59113906,-302.5339548,-92.42842037,-54.6304414,-8.416231218
2022-12-05 08:00:00,-89.62476534,-344.0958034,-104.4547586,-62.47122185,-10.24384256
2022-12-05 09:00:00,-91.0563834,-346.6231043,-104.7653154,-63.15837703,-10.77571931
2022-12-05 10:00:00,-90.33462222,-348.173237,-105.3043496,-63.40557087,-10.75339607
2022-12-05 11:00:00,-90.02157065,-334.9474332,-100.86999,-61.21414937,-10.77915436
2022-12-05 12:00:00,-90.21510789,-352.9461475,-106.9631555,-64.16713811,-10.68556036
2022-12-05 13:00:00,-90.82791456,-350.0102017,-106.1022762,-63.6189291,-10.56779098
2022-12-05 14:00:00,-91.24246168,-335.5607562,-101.3142684,-61.19645118,-10.53931696
2022-12-05 15:00:00,-93.04895465,-279.1845978,-82.59913935,-51.76196292,-10.46239324
2022-12-05 16:00:00,-93.09729518,-199.8379068,-57.18889594,-38.01818764,-9.423739672
2022-12-05 17:00:00,-92.46881782,-171.9736077,-49.49547603,-32.57679789,-7.829059876
2022-12-05 18:00:00,-91.17947164,-161.9624001,-47.01559396,-30.47966973,-6.97187275
2022-12-05 19:00:00,-89.64018842,-152.6442679,-44.61953613,-28.57165458,-6.261886512
2022-12-05 20:00:00,-81.1801908,-144.6022499,-42.34736934,-27.0270653,-5.853380635
2022-12-05 21:00:00,-61.62812963,-138.3066639,-40.54102547,-25.83170857,-5.561195834
2022-12-05 22:00:00,-49.0519473,-134.0119552,-39.30225407,-25.0195247,-5.36839767
2022-12-05 23:00:00,-44.35149404,-128.9667181,-37.73673895,-24.12053656,-5.252167091
2022-12-06 00:00:00,-40.81086934,-128.6089646,-37.66132802,-24.03899087,-5.208326862
2022-12-06 01:00:00,-40.80099906,-126.1182486,-36.83506947,-23.62188148,-5.204346742
2022-12-06 02:00:00,-39.96914731,-125.6894701,-36.7945932,-23.49919345,-5.101896846
2022-12-06 03:00:00,-39.91347525,-126.8061388,-37.14828918,-23.69456833,-5.120423744
2022-12-06 04:00:00,-40.85893499,-130.125127,-38.13337463,-24.30835502,-5.241667703
2022-12-06 05:00:00,-43.61118535,-130.1564874,-37.99629638,-24.3873476,-5.389199412
2022-12-06 06:00:00,-48.43809798,-136.9291127,-40.08349848,-25.60128832,-5.559539084
2022-12-06 07:00:00,-51.89659619,-139.8433482,-40.86794356,-26.18047762,-5.746505844
2022-12-06 08:00:00,-55.95009222,-141.9964274,-41.45118541,-26.60654977,-5.880957063
2022-12-06 09:00:00,-59.53701632,-138.6853405,-40.65383415,-25.90152977,-5.574612693
2022-12-06 10:00:00,-61.75163981,-137.4488732,-40.34140073,-25.64559071,-5.474890347
2022-12-06 11:00:00,-64.34477738,-137.9340716,-40.42858131,-25.76373322,-5.549442567
2022-12-06 12:00:00,-65.64030518,-137.1471354,-40.21453425,-25.60844468,-5.501177558
2022-12-06 13:00:00,-66.71171503,-134.6454248,-39.46393605,-25.14984024,-5.417872219
2022-12-06 14:00:00,-67.40022498,-133.7518387,-39.13661722,-25.01563762,-5.447329003
2022-12-06 15:00:00,-68.693041,-132.2019333,-38.25850038,-24.93806091,-5.808810722
2022-12-06 16:00:00,-68.12898278,-135.1723736,-39.10846682,-25.50322447,-5.94899106
2022-12-06 17:00:00,-66.60592332,-129.2048386,-37.1793007,-24.47862918,-5.888978828
2022-12-06 18:00:00,-60.69132825,-126.4270668,-36.45192436,-23.91639342,-5.690431244
2022-12-06 19:00:00,-56.3003018,-123.4446044,-35.5127892,-23.39180685,-5.635412253
2022-12-06 20:00:00,-53.49231434,-124.8192692,-36.04686031,-23.58299292,-5.559562771
2022-12-06 21:00:00,-48.18341859,-122.0701522,-35.24636524,-23.06686812,-5.443685499
2022-12-06 22:00:00,-43.29796818,-122.6309741,-35.64851412,-23.05273432,-5.228477257
2022-12-06 23:00:00,-41.2574897,-120.7275942,-35.01869482,-22.73318399,-5.223836578
2022-12-07 00:00:00,-41.2485047,-126.6397917,-37.02395431,-23.70128676,-5.189309601
2022-12-07 01:00:00,-40.61590132,-125.7589199,-36.79564962,-23.52181516,-5.123990352
2022-12-07 02:00:00,-40.47367863,-126.1688283,-36.93850395,-23.58702411,-5.117772137
2022-12-07 03:00:00,-41.58987746,-126.5544386,-37.04357624,-23.66302473,-5.141236611
2022-12-07 04:00:00,-44.99965974,-133.1061029,-39.08486349,-24.82626923,-5.283837485
2022-12-07 05:00:00,-54.11123609,-154.3165709,-45.76263515,-28.5575394,-5.676221827
2022-12-07 06:00:00,-74.60509279,-212.8958335,-64.3855109,-38.77252239,-6.579766937
2022-12-07 07:00:00,-86.38699911,-304.1700505,-92.98055231,-54.89974067,-8.409464515
2022-12-07 08:00:00,-90.28486941,-345.0609844,-104.795535,-62.62256059,-10.22479307
2022-12-07 09:00:00,-92.14480919,-345.5822632,-104.4231085,-62.98253349,-10.77097925
2022-12-07 10:00:00,-91.52806816,-343.7639494,-103.8854473,-62.64525948,-10.70253582
2022-12-07 11:00:00,-91.32224448,-329.8071975,-99.28317027,-60.29414737,-10.65256224
2022-12-07 12:00:00,-91.36663527,-334.1043034,-100.8347776,-60.95071231,-10.5333235
2022-12-07 13:00:00,-91.82723558,-316.2938633,-95.0559052,-57.90333517,-10.37538257
2022-12-07 14:00:00,-92.88783853,-289.7285189,-86.22780846,-53.46226873,-10.34836449
2022-12-07 15:00:00,-94.98642663,-238.8565997,-69.51844822,-44.85964246,-10.10041835
2022-12-07 16:00:00,-94.96550738,-179.4676587,-51.00844949,-34.31832816,-8.814103412
